TaskID,Required_RAM,Required_Storage,Minimum_Trust_Factor,Max_Distance,Min_Transmission_Rate,Min_Eligibility
1,47.8375,82.90625,18,62.1,29.62962963,48.09467593
2,81.9875,22.39375,99,19.6,96.2962963,63.85550926
3,15.6125,44.93125,71,57.3,18.51851852,41.4724537
4,92.4,40.06875,86,2.1,70.37037037,58.18782407
5,40.425,88.3,45,24.1,11.11111111,41.78722222
6,38.3625,60.66875,32,81.1,18.51851852,46.1299537
7,36.2375,21.03125,15,52.9,33.33333333,31.70041667
8,69.9625,47.80625,18,67.2,33.33333333,47.26041667
9,80.525,53.51875,26,92.7,92.59259259,69.06726852
10,14.875,36.49375,23,76.3,59.25925926,41.98560185
11,47.1,11.03125,12,52.9,44.44444444,33.49513889
12,39.375,14.83125,64,23.0,22.22222222,32.68569444
13,35.025,88.16875,56,12.4,22.22222222,42.76319444
14,51.075,58.64375,79,73.1,14.81481481,55.32671296
15,81.4,57.2,81,30.0,18.51851852,53.6237037
16,29.4875,63.7875,78,94.7,22.22222222,57.63944444
17,52.6625,59.7625,65,24.7,18.51851852,44.1287037
18,67.1,30.59375,65,69.9,29.62962963,52.44467593
19,60.1875,82.0,100,44.1,62.96296296,69.85009259
20,64.75,19.13125,28,4.1,29.62962963,29.12217593
21,46.975,15.46875,59,36.0,51.85185185,41.85912037
22,60.875,51.30625,68,24.5,88.88888889,58.71402778
23,91.525,69.9,98,97.8,85.18518519,88.48203704
24,48.05,66.325,61,37.4,62.96296296,55.14759259
25,71.4875,32.9875,53,82.6,37.03703704,55.42240741
26,79.825,84.99375,44,50.3,18.51851852,55.5274537
27,37.325,54.9,48,8.5,66.66666667,43.07833333
28,52.875,86.66875,29,7.4,81.48148148,51.4850463
29,51.5125,10.6,95,25.8,55.55555556,47.69361111
30,54.275,27.0875,100,80.0,62.96296296,64.86509259
31,55.7875,60.2375,55,45.1,44.44444444,52.11388889
32,64.3625,7.3625,49,3.3,51.85185185,35.17537037
33,75.1,67.19375,95,32.4,22.22222222,58.38319444
34,29.5625,45.03125,83,92.1,74.07407407,64.75356481
35,46.0125,81.625,80,20.8,40.74074074,53.83564815
36,88.275,81.50625,95,42.8,44.44444444,70.40513889
37,95.7875,70.275,92,84.0,55.55555556,79.52361111
38,96.9625,51.525,68,84.0,44.44444444,68.98638889
39,45.825,23.96875,56,53.8,70.37037037,49.99282407
40,26.2375,26.6875,69,77.0,22.22222222,44.22944444
41,80.9,35.84375,63,79.6,92.59259259,70.38726852
42,96.9875,50.025,53,46.7,18.51851852,53.0462037
43,77.5875,32.45,19,19.6,33.33333333,36.39416667
44,47.3125,78.225,53,53.6,81.48148148,62.7237963
45,79.4,92.05,22,60.2,96.2962963,69.98925926
46,87.925,30.63125,80,26.9,96.2962963,64.35050926
47,81.1625,92.5,90,19.3,81.48148148,72.8887963
48,16.7125,70.66875,48,60.7,96.2962963,58.47550926
49,15.8875,24.46875,35,6.4,62.96296296,28.94384259
50,70.6875,71.29375,44,96.6,85.18518519,73.55328704
51,50.4125,49.71875,52,38.2,62.96296296,50.65884259
52,52.2125,23.51875,28,58.5,62.96296296,45.03884259
53,71.7125,40.74375,75,69.8,14.81481481,54.41421296
54,96.975,67.94375,92,63.6,40.74074074,72.25189815
55,17.425,43.5625,81,67.9,66.66666667,55.31083333
56,45.825,50.36875,41,64.0,77.77777778,55.79430556
57,50.9,79.44375,26,97.5,37.03703704,58.17615741
58,17.1375,79.1,49,83.4,96.2962963,64.98675926
59,44.275,73.6625,88,32.7,85.18518519,64.76453704
60,55.6125,59.69375,67,6.8,11.11111111,40.04347222
61,38.5125,17.05625,76,41.9,59.25925926,46.54560185
62,40.0625,92.7625,63,80.6,81.48148148,71.5812963
63,82.5,74.5,60,53.6,74.07407407,68.93481481
64,17.65,23.79375,36,94.2,11.11111111,36.55097222
65,73.0,71.8,49,73.4,37.03703704,60.84740741
66,36.5375,11.45,32,42.5,55.55555556,35.60861111
67,47.9375,27.93125,98,82.3,77.77777778,66.78930556
68,40.325,81.4,30,52.5,11.11111111,43.06722222
69,99.55,78.99375,79,24.8,18.51851852,60.1724537
70,47.2625,18.53125,88,79.3,55.55555556,57.72986111
71,86.525,62.59375,16,80.7,62.96296296,61.75634259
72,44.875,76.425,88,72.0,48.14814815,65.88962963
73,43.7875,93.68125,14,78.9,85.18518519,63.11078704
74,21.4875,56.84375,67,57.8,62.96296296,53.21884259
75,73.0375,44.26875,94,46.1,18.51851852,55.1849537
76,40.15,84.64375,14,26.3,62.96296296,45.61134259
77,76.2125,14.125,13,33.1,59.25925926,39.13935185
78,97.7875,91.875,25,6.0,18.51851852,47.8362037
79,81.975,60.49375,31,75.2,44.44444444,58.62263889
80,75.425,47.93125,88,65.9,96.2962963,74.71050926
81,65.875,22.7375,90,52.0,22.22222222,50.56694444
82,99.9875,19.35625,54,22.8,33.33333333,45.89541667
83,73.125,21.61875,93,74.1,88.88888889,70.14652778
84,23.2125,51.09375,67,64.4,33.33333333,47.80791667
85,61.7625,24.0625,56,68.3,96.2962963,61.28425926
86,31.4625,77.3,86,63.0,37.03703704,58.95990741
87,63.175,46.94375,67,98.6,77.77777778,70.69930556
88,43.3,65.49375,22,93.7,74.07407407,59.71356481
89,76.4,76.1875,77,27.8,96.2962963,70.73675926
90,68.1875,73.59375,74,45.9,29.62962963,58.26217593
91,70.2,97.44375,82,43.4,74.07407407,73.42356481
92,67.425,82.75625,55,3.0,33.33333333,48.30291667
93,98.2875,91.2375,60,95.7,11.11111111,71.26722222
94,64.5125,95.25625,90,24.0,51.85185185,65.12412037
95,16.2,54.39375,50,49.7,37.03703704,41.46615741
96,55.0625,75.6125,21,42.3,18.51851852,42.4987037
97,87.7,95.3875,51,79.6,18.51851852,66.4412037
98,83.2875,33.6125,13,59.6,88.88888889,55.67777778
99,86.9,9.325,27,75.8,40.74074074,47.95314815
100,97.0375,41.625,31,43.5,70.37037037,56.70657407
101,88.05,29.01875,76,99.2,11.11111111,60.67597222
102,34.65,29.34375,81,24.7,77.77777778,49.49430556
103,63.325,88.00625,43,85.2,40.74074074,64.05439815
104,32.4375,77.3125,48,35.8,51.85185185,49.08037037
105,98.45,23.925,23,88.5,81.48148148,63.0712963
106,88.525,64.7125,11,3.7,25.92592593,38.77268519
107,30.7625,25.56875,65,37.3,77.77777778,47.28180556
108,69.5625,76.45625,35,88.4,62.96296296,66.47634259
109,69.95,68.9125,85,92.6,92.59259259,81.81101852
110,98.9625,36.0375,14,82.8,22.22222222,50.80444444
111,73.4625,40.3375,41,96.6,25.92592593,55.46518519
112,93.0625,86.3625,39,96.1,59.25925926,74.75685185
113,18.0,26.25,41,13.9,22.22222222,24.27444444
114,37.5625,51.8125,50,8.4,92.59259259,48.07351852
115,77.825,32.78125,77,19.2,88.88888889,59.13902778
116,83.5,84.8625,16,68.5,59.25925926,62.42435185
117,90.975,77.40625,32,29.2,96.2962963,65.17550926
118,84.7375,24.375,95,92.0,44.44444444,68.11138889
119,55.05,35.68125,100,14.9,29.62962963,47.05217593
120,27.05,67.46875,80,66.9,88.88888889,66.06152778
121,30.4125,80.38125,25,16.4,59.25925926,42.29060185
122,19.525,74.025,58,98.5,55.55555556,61.12111111
123,89.95,63.525,28,53.6,37.03703704,54.42240741
124,20.275,8.78125,90,81.9,62.96296296,52.78384259
125,90.6125,87.8625,74,63.4,96.2962963,82.43425926
126,42.65,28.375,46,50.4,22.22222222,37.92944444
127,25.3,55.75625,63,30.9,88.88888889,52.76902778
128,15.15,55.2625,19,12.2,22.22222222,24.76694444
129,66.3875,13.31875,60,50.5,29.62962963,43.96717593
130,44.775,70.80625,36,51.9,85.18518519,57.73328704
131,86.05,36.2,31,19.7,14.81481481,37.55296296
132,38.325,47.6875,64,33.4,51.85185185,47.05287037
133,98.525,54.48125,77,9.9,14.81481481,50.94421296
134,34.825,24.925,21,94.3,85.18518519,52.04703704
135,18.55,53.33125,93,74.3,14.81481481,50.79921296
136,89.125,78.8875,74,50.4,74.07407407,73.29731481
137,22.1875,54.09375,47,44.0,14.81481481,36.41921296
138,77.0875,97.90625,39,20.2,74.07407407,61.65356481
139,56.5,57.66875,41,80.1,77.77777778,62.60930556
140,62.0125,71.4125,35,59.6,37.03703704,53.01240741
141,59.95,95.275,26,37.4,62.96296296,56.31759259
142,38.4,41.61875,18,84.1,14.81481481,39.38671296
143,83.95,25.03125,82,25.1,33.33333333,49.88291667
144,43.2125,81.11875,43,94.7,40.74074074,60.55439815
145,63.9375,38.93125,40,27.5,55.55555556,45.18486111
146,50.675,74.31875,61,77.9,22.22222222,57.22319444
147,80.075,55.11875,33,78.7,92.59259259,67.89726852
148,86.675,39.0625,16,97.8,62.96296296,60.50009259
149,51.7375,35.23125,61,52.5,85.18518519,57.13078704
150,61.175,29.8125,18,94.5,59.25925926,52.54935185
151,17.125,65.20625,21,64.3,74.07407407,48.34106481
152,85.975,63.825,78,35.0,37.03703704,59.96740741
153,23.6875,76.86875,35,34.1,96.2962963,53.19050926
154,67.525,55.53125,67,54.7,92.59259259,67.46976852
155,96.7125,52.64375,80,73.6,37.03703704,67.99865741
156,95.3375,88.63125,33,52.2,14.81481481,56.79671296
157,40.85,51.0875,74,28.7,29.62962963,44.85342593
158,88.8125,13.45,19,87.7,70.37037037,55.86657407
159,71.05,35.69375,88,63.2,66.66666667,64.92208333
160,31.4625,74.9625,30,24.6,66.66666667,45.53833333
161,58.525,61.16875,25,25.0,59.25925926,45.79060185
162,43.375,65.24375,83,20.3,14.81481481,45.34671296
163,67.275,74.78125,62,65.4,92.59259259,72.40976852
164,88.3125,34.53125,96,43.7,92.59259259,71.02726852
165,70.525,59.3125,19,83.8,22.22222222,50.97194444
166,58.3625,45.63125,11,54.4,59.25925926,45.73060185
167,28.9875,79.15625,26,59.8,37.03703704,46.19615741
168,56.1375,44.81875,26,79.4,81.48148148,57.5675463
169,25.0625,29.35,34,71.6,77.77777778,47.55805556
170,25.1375,36.225,72,4.1,37.03703704,34.89990741
171,85.3375,48.6875,14,35.3,77.77777778,52.22055556
172,14.025,12.425,64,97.0,22.22222222,41.93444444
173,78.5,60.36875,60,76.5,51.85185185,65.44412037
174,15.3625,38.94375,73,30.2,48.14814815,41.13087963
175,92.95,38.49375,98,83.2,66.66666667,75.86208333
176,78.0,21.15625,12,36.3,70.37037037,43.56532407
177,24.2875,20.325,99,11.5,18.51851852,34.7262037
178,29.475,79.20625,51,78.1,59.25925926,59.40810185
179,32.8,45.45,60,86.8,62.96296296,57.60259259
180,87.0875,75.675,79,8.2,96.2962963,69.25175926
181,90.1125,17.36875,58,63.8,81.48148148,62.1525463
182,35.0625,49.49375,57,78.0,37.03703704,51.31865741
183,24.2875,86.76875,81,52.7,29.62962963,54.87717593
184,63.8,32.225,98,80.0,62.96296296,67.39759259
185,13.225,46.31875,78,80.7,22.22222222,48.09319444
186,68.3625,59.3625,57,51.2,96.2962963,66.44425926
187,62.45,73.4375,35,27.9,85.18518519,56.79453704
188,30.9625,69.9375,64,8.0,66.66666667,47.91333333
189,78.2,79.89375,91,4.3,25.92592593,55.86393519
190,70.2375,21.36875,47,37.1,92.59259259,53.65976852
191,18.0375,16.95,64,39.0,100.0,47.5975
192,45.425,17.48125,62,60.0,25.92592593,42.16643519
193,98.175,74.0625,50,31.5,51.85185185,61.11787037
194,25.6,46.84375,27,52.6,48.14814815,40.03837963
195,22.4375,99.0625,25,63.8,48.14814815,51.68962963
196,41.175,79.45625,40,90.8,66.66666667,63.61958333
197,88.9,56.4125,86,22.7,81.48148148,67.0987963
198,25.3625,19.6375,72,97.5,40.74074074,51.04814815
199,29.475,14.11875,34,89.4,62.96296296,45.99134259
200,89.4375,43.775,88,46.3,40.74074074,61.65064815
201,66.9125,28.11875,56,54.1,11.11111111,43.24847222
202,28.3625,75.775,19,54.1,44.44444444,44.33638889
203,50.8,54.58125,17,57.3,81.48148148,52.2325463
204,37.0625,53.83125,10,26.4,59.25925926,37.31060185
205,85.8625,77.61875,39,72.6,70.37037037,69.09032407
206,44.8875,57.6875,84,98.7,51.85185185,67.42537037
207,59.8,30.95,100,36.4,29.62962963,51.35592593
208,74.7625,36.0375,60,67.4,40.74074074,55.78814815
209,43.7875,87.98125,44,13.8,37.03703704,45.32115741
210,73.5625,63.3,11,23.1,11.11111111,36.41472222
211,94.3625,50.03125,67,91.0,37.03703704,67.88615741
212,22.4125,96.2625,37,72.4,25.92592593,50.80018519
213,33.525,80.99375,10,32.2,40.74074074,39.49189815
214,26.9875,54.45,21,36.6,33.33333333,34.47416667
215,60.65,38.01875,99,65.7,11.11111111,54.89597222
216,30.425,18.3125,61,57.4,40.74074074,41.57564815
217,32.0375,12.03125,43,66.5,70.37037037,44.78782407
218,31.9875,94.525,27,31.4,51.85185185,47.35287037
219,34.075,35.08125,75,76.1,77.77777778,59.60680556
220,15.0375,50.79375,27,20.6,88.88888889,40.46402778
221,80.075,21.95,89,79.7,96.2962963,73.40425926
222,35.2625,47.9875,86,37.6,100.0,61.37
223,51.35,42.3375,12,38.5,22.22222222,33.28194444
224,13.9375,70.14375,66,88.4,59.25925926,59.54810185
225,29.525,27.7875,91,35.0,85.18518519,53.69953704
226,85.225,45.9125,43,20.4,55.55555556,50.01861111
227,65.0125,94.2125,78,64.0,14.81481481,63.20796296
228,21.5375,91.36875,45,54.7,37.03703704,49.92865741
229,47.3,90.58125,89,26.2,25.92592593,55.80143519
230,99.1375,39.71875,18,89.6,33.33333333,55.95791667
231,71.0125,8.7,91,97.3,62.96296296,66.19509259
232,60.4375,77.3125,77,43.8,14.81481481,54.67296296
233,69.325,79.175,90,12.1,100.0,70.12
234,65.425,44.675,40,92.1,77.77777778,63.99555556
235,95.9125,93.36875,28,45.4,33.33333333,59.20291667
236,85.5625,53.3375,70,25.5,66.66666667,60.21333333
237,92.975,34.50625,16,92.7,40.74074074,55.38439815
238,24.425,69.63125,87,11.1,100.0,58.43125
239,72.9,46.49375,85,75.7,14.81481481,58.98171296
240,48.2125,12.81875,85,32.3,77.77777778,51.22180556
241,35.1125,86.98125,27,85.9,59.25925926,58.85060185
242,26.075,33.56875,92,21.1,100.0,54.54875
243,97.9875,9.125,22,9.0,29.62962963,33.54842593
244,74.6875,79.26875,86,82.5,48.14814815,74.12087963
245,94.2375,51.66875,78,24.5,48.14814815,59.31087963
246,89.7375,61.3875,40,60.2,88.88888889,68.04277778
247,91.65,12.9,75,3.7,92.59259259,55.16851852
248,26.2625,10.45625,53,14.4,77.77777778,36.37930556
249,30.925,20.54375,29,93.9,59.25925926,46.72560185
250,16.5,82.2125,38,60.7,37.03703704,46.88990741
251,63.625,7.55625,85,92.3,77.77777778,65.25180556
252,53.475,61.1875,89,77.0,51.85185185,66.50287037
253,58.425,44.30625,36,47.8,37.03703704,44.71365741
254,60.1875,67.31875,89,10.2,66.66666667,58.67458333
255,19.3125,72.11875,16,83.1,22.22222222,42.55069444
256,39.8375,66.4,72,31.6,77.77777778,57.52305556
257,45.45,61.75625,97,15.7,74.07407407,58.79606481
258,80.7875,24.5,49,23.1,51.85185185,45.84787037
259,52.925,73.5375,20,43.1,74.07407407,52.72731481
260,80.8,9.275,92,57.4,88.88888889,65.67277778
261,90.9875,36.2375,40,8.0,70.37037037,49.11907407
262,82.3375,54.54375,86,1.6,62.96296296,57.48884259
263,95.65,18.3375,36,7.4,59.25925926,43.32935185
264,93.2375,18.4375,44,82.1,74.07407407,62.36981481
265,44.6125,35.5625,35,49.6,74.07407407,47.76981481
266,37.4375,57.24375,20,59.0,85.18518519,51.77328704
267,63.9625,44.05,94,45.6,100.0,69.5225
268,25.4875,74.925,25,37.4,100.0,52.5625
269,69.3,46.475,22,13.7,29.62962963,36.22092593
270,38.6625,19.05,21,70.5,55.55555556,40.95361111
271,41.55,44.775,28,43.1,88.88888889,49.26277778
272,33.6375,45.75625,95,17.0,40.74074074,46.42689815
273,47.5125,75.4875,93,52.2,22.22222222,58.08444444
274,47.15,77.4,13,97.8,51.85185185,57.44037037
275,33.3125,28.91875,25,64.7,48.14814815,40.01587963
276,57.8,53.9375,72,14.5,66.66666667,52.98083333
277,93.05,94.45,31,93.1,51.85185185,72.69037037
278,27.5625,96.64375,80,44.2,100.0,69.68125
279,89.525,27.16875,61,30.5,92.59259259,60.15726852
280,49.2875,56.91875,48,74.5,29.62962963,51.66717593
281,23.95,77.28125,58,91.6,51.85185185,60.53662037
282,59.0875,92.19375,52,69.3,92.59259259,73.03476852
283,65.1125,79.71875,97,8.4,48.14814815,59.67587963
284,45.2625,65.83125,19,54.7,40.74074074,45.10689815
285,31.7625,77.96875,21,53.1,66.66666667,50.09958333
286,16.3875,30.95,11,55.3,62.96296296,35.32009259
287,14.1625,8.25,61,49.9,77.77777778,42.21805556
288,95.225,66.66875,10,71.8,85.18518519,65.77578704
289,39.6625,73.3625,19,11.0,40.74074074,36.75314815
290,95.7,48.7875,92,8.3,14.81481481,51.92046296
291,57.5625,93.25,99,93.1,48.14814815,78.21212963
292,41.275,41.625,38,21.2,81.48148148,44.7162963
293,85.4,14.89375,33,77.8,55.55555556,53.32986111
294,79.875,47.38125,72,73.6,62.96296296,67.16384259
295,44.3375,94.53125,35,64.5,96.2962963,66.93300926
296,78.5125,73.91875,94,73.3,96.2962963,83.20550926
297,32.825,91.41875,36,25.3,59.25925926,48.96060185
298,23.575,74.1125,24,79.7,33.33333333,46.94416667
299,24.8125,65.98125,39,87.3,25.92592593,48.60393519
300,90.4125,80.36875,95,50.7,62.96296296,75.88884259
301,63.1875,71.6,85,54.8,100.0,74.9175
302,56.225,27.1875,38,74.6,25.92592593,44.38768519
303,74.875,72.63125,27,52.9,70.37037037,59.55532407
304,87.9875,91.8875,57,88.6,70.37037037,79.16907407
305,50.2,6.7125,99,49.7,18.51851852,44.8262037
306,33.675,43.10625,86,88.2,40.74074074,58.34439815
307,81.1125,30.13125,75,52.6,62.96296296,60.36134259
308,56.8125,39.76875,29,69.0,48.14814815,48.54587963
309,29.8875,32.5875,10,66.6,62.96296296,40.40759259
310,44.2,12.74375,27,98.3,29.62962963,42.37467593
311,42.65,56.73125,27,17.4,40.74074074,36.90439815
312,15.3625,31.53125,44,97.0,96.2962963,56.83800926
313,94.85,41.4,73,30.7,14.81481481,50.95296296
314,68.0125,74.19375,59,60.0,51.85185185,62.61162037
315,97.05,20.06875,64,28.2,62.96296296,54.45634259
316,96.525,26.26875,41,39.4,66.66666667,53.97208333
317,68.0625,58.575,87,84.8,92.59259259,78.20601852
318,59.9625,58.4375,18,59.1,14.81481481,42.06296296
319,99.4125,52.71875,84,31.9,11.11111111,55.82847222
320,94.675,31.85,70,38.9,11.11111111,49.30722222
321,22.3875,73.8625,69,93.1,37.03703704,59.07740741
322,63.825,85.0,32,91.3,85.18518519,71.46203704
323,72.5375,12.1625,32,24.4,40.74074074,36.36814815
324,26.425,83.39375,84,31.7,14.81481481,48.06671296
325,91.925,84.5125,92,89.0,74.07407407,86.30231481
326,22.35,45.45625,94,95.1,92.59259259,69.89976852
327,52.9875,52.48125,43,44.5,40.74074074,46.74189815
328,65.1125,96.49375,79,26.2,14.81481481,56.32421296
329,81.35,11.24375,81,29.4,77.77777778,56.15430556
330,17.8875,60.69375,29,9.8,33.33333333,30.14291667
331,80.3,13.53125,95,31.2,81.48148148,60.3025463
332,39.1625,66.24375,18,33.4,14.81481481,34.32421296
333,89.85,79.06875,42,60.2,59.25925926,66.07560185
334,16.0625,78.55625,36,70.3,51.85185185,50.55412037
335,93.1375,9.99375,40,18.4,22.22222222,36.75069444
336,66.6875,22.44375,43,8.6,96.2962963,47.40550926
337,31.05,84.79375,55,93.3,88.88888889,70.60652778
338,53.0625,70.2625,37,23.9,88.88888889,54.62277778
339,29.2875,41.925,24,89.2,18.51851852,40.5862037
340,12.6,48.075,95,76.5,85.18518519,63.47203704
341,62.875,47.24375,65,62.4,44.44444444,56.39263889
342,19.45,18.425,77,75.4,100.0,58.055
343,64.1375,70.675,35,30.7,55.55555556,51.21361111
344,41.875,49.7625,81,97.2,11.11111111,56.18972222
345,30.95,47.29375,51,25.6,100.0,50.96875
346,92.2125,70.50625,46,95.5,81.48148148,77.1400463
347,75.15,12.11875,74,68.9,66.66666667,59.36708333
348,12.9,53.9625,51,52.2,77.77777778,49.56805556
349,97.2125,25.75,71,8.1,44.44444444,49.30138889
350,80.2375,25.9125,72,35.7,18.51851852,46.4737037
351,23.125,95.225,94,3.9,40.74074074,51.39814815
352,71.2125,99.575,51,45.3,70.37037037,67.49157407
353,32.925,42.66875,29,9.7,18.51851852,26.5624537
354,53.7875,65.14375,49,86.4,29.62962963,56.79217593
355,16.4875,53.6125,49,89.0,29.62962963,47.54592593
356,22.0875,28.7375,17,12.2,62.96296296,28.59759259
357,53.5375,58.0125,68,27.1,51.85185185,51.70037037
358,42.8,65.5375,71,98.8,51.85185185,65.99787037
359,16.1125,82.19375,29,92.4,96.2962963,63.20050926
360,35.8625,86.13125,53,38.5,33.33333333,49.36541667
361,48.8625,71.90625,41,82.9,81.48148148,65.2300463
362,59.4875,45.61875,12,25.8,77.77777778,44.13680556
363,18.175,99.275,41,30.3,81.48148148,54.0462963
364,99.3875,51.84375,44,60.3,29.62962963,57.03217593
365,81.7,91.125,97,60.5,33.33333333,72.73166667
366,51.6,76.51875,24,69.7,88.88888889,62.14152778
367,62.825,94.00625,56,54.4,33.33333333,60.11291667
368,47.1625,87.025,81,14.2,77.77777778,61.43305556
369,92.8625,93.575,49,91.0,100.0,85.2875
370,90.0,38.0,98,65.8,40.74074074,66.50814815
371,70.9125,52.6875,70,47.3,81.48148148,64.4762963
372,68.2875,20.9625,82,39.5,48.14814815,51.77962963
373,30.675,81.74375,74,5.8,77.77777778,53.99930556
374,81.675,28.0375,33,38.1,100.0,56.1625
375,61.4625,97.34375,16,73.6,74.07407407,64.49606481
376,21.85,61.9125,34,2.9,100.0,44.1325
377,95.1625,78.95,10,97.7,51.85185185,66.73287037
378,45.925,50.24375,19,40.5,44.44444444,40.02263889
379,72.2625,48.36875,54,12.8,33.33333333,44.15291667
380,21.0375,50.96875,29,91.9,88.88888889,56.35902778
381,32.6125,31.26875,47,62.6,40.74074074,42.84439815
382,92.9125,9.06875,47,98.1,22.22222222,53.86069444
383,77.6625,7.56875,58,14.8,48.14814815,41.23587963
384,64.6,82.575,76,68.3,25.92592593,63.48018519
385,68.6875,73.74375,81,5.6,70.37037037,59.88032407
386,61.8875,58.625,26,65.1,100.0,62.3225
387,48.0875,39.20625,71,49.8,22.22222222,46.06319444
388,90.1375,95.26875,82,17.0,70.37037037,70.95532407
389,70.9125,76.65,34,35.2,62.96296296,55.94509259
390,92.9625,62.8125,73,51.4,74.07407407,70.84981481
391,95.5875,81.43125,41,25.4,51.85185185,59.05412037
392,20.9375,23.6375,80,69.9,74.07407407,53.70981481
393,18.9375,9.3375,93,89.8,33.33333333,48.88166667
394,26.9875,99.93125,90,22.4,37.03703704,55.27115741
395,68.6,58.1125,97,55.6,62.96296296,68.45509259
396,95.825,29.59375,75,31.7,33.33333333,53.09041667
397,76.625,47.825,42,68.2,85.18518519,63.96703704
398,92.55,74.4375,54,22.3,11.11111111,50.87972222
399,17.725,95.4125,54,44.9,59.25925926,54.25935185
400,88.95,49.28125,31,26.2,88.88888889,56.86402778
